transaction_id,session_id,user_id,order_timestamp,order_date,device_category,country,source,medium,campaign,channel_group,order_value,item_revenue_sum,item_count,distinct_products,distinct_categories,categories,order_seq,is_first_order,days_since_previous_order,avg_item_value,order_hour,order_day_of_week,order_value_rank
T0004398,9793453.9111141661.1732969571,9793453.9111141661,2024-11-30 12:23:45.934496,2024-11-30,desktop,United States,google,organic,(organic),Organic Search,151.93,151.93,3.0,2,2,['Accessories' 'Apparel'],1,True,,50.64,12,Saturday,338
T0002084,6594022.2506973654.1729964620,6594022.2506973654,2024-10-26 17:58:41.103146,2024-10-26,mobile,Canada,google,organic,(organic),Organic Search,151.93,151.93,3.0,2,2,['Accessories' 'Apparel'],1,True,,50.64,17,Saturday,338
T0003754,4166057.8803660082.1732633217,4166057.8803660082,2024-11-26 14:59:17.831829,2024-11-26,mobile,Canada,(direct),(none),(direct),Direct,151.7,151.7,2.0,2,2,['Apparel' 'Bags'],1,True,,75.85,14,Tuesday,339
T0003699,3289069.7600242090.1732605585,3289069.7600242090,2024-11-26 07:17:27.797765,2024-11-26,desktop,United States,(direct),(none),(direct),Direct,151.58,151.58,4.0,3,2,['Accessories' 'Bags'],1,True,,37.9,7,Tuesday,340
T0001454,9493474.6172595449.1728815976,9493474.6172595449,2024-10-13 10:46:58.261313,2024-10-13,mobile,Singapore,google,organic,(organic),Organic Search,151.06,151.06,4.0,3,3,['Accessories' 'Apparel' 'Lifestyle'],3,False,12,37.77,10,Sunday,341
T0004234,7628124.1022439781.1732878017,7628124.1022439781,2024-11-29 10:55:56.665563,2024-11-29,desktop,France,google,cpc,shopping_feed,Paid,151.05,151.05,2.0,2,2,['Apparel' 'Lifestyle'],1,True,,75.53,10,Friday,342
T0000630,4098964.7401447469.1727008460,4098964.7401447469,2024-09-22 12:36:35.195338,2024-09-22,mobile,Singapore,google,organic,(organic),Organic Search,150.93,150.93,3.0,2,2,['Apparel' 'Office'],1,True,,50.31,12,Sunday,343
T0001318,6985182.2955284054.1728499721,6985182.2955284054,2024-10-09 18:52:38.895556,2024-10-09,desktop,United Kingdom,google,cpc,shopping_feed,Paid,150.71,150.71,4.0,3,3,['Accessories' 'Bags' 'Headgear'],1,True,,37.68,18,Wednesday,344
T0002541,6050931.9868909507.1730725098,6050931.9868909507,2024-11-04 12:57:24.670405,2024-11-04,desktop,India,google,cpc,brand_search,Paid,150.54,150.54,2.0,2,2,['Apparel' 'Electronics'],1,True,,75.27,12,Monday,345
T0001226,3913708.5468579316.1728325189,3913708.5468579316,2024-10-07 18:36:06.191328,2024-10-07,desktop,United States,(direct),(none),(direct),Direct,150.44,150.44,2.0,1,1,['Bags'],1,True,,75.22,18,Monday,346
T0003851,3248905.4753514142.1732681379,3248905.4753514142,2024-11-27 04:25:17.193726,2024-11-27,mobile,United States,google,cpc,brand_search,Paid,150.15,150.15,3.0,2,2,['Apparel' 'Drinkware'],1,True,,50.05,4,Wednesday,347
T0002143,2192967.2471577880.1730055617,2192967.2471577880,2024-10-27 19:07:49.230694,2024-10-27,mobile,France,(direct),(none),(direct),Direct,150.15,150.15,3.0,2,2,['Apparel' 'Drinkware'],1,True,,50.05,19,Sunday,347
T0004128,9868567.8165619032.1732821902,9868567.8165619032,2024-11-28 19:32:54.357363,2024-11-28,mobile,Netherlands,newsletter,email,weekly_drop,Email,149.97,149.97,4.0,3,3,['Apparel' 'Electronics' 'Lifestyle'],1,True,,37.49,19,Thursday,348
T0004035,3145733.5577773051.1732791388,3145733.5577773051,2024-11-28 10:58:33.429762,2024-11-28,desktop,United Kingdom,(direct),(none),(direct),Direct,149.6,149.6,2.0,2,2,['Electronics' 'Lifestyle'],1,True,,74.8,10,Thursday,349
T0000721,8887955.2809103076.1727198939,8887955.2809103076,2024-09-24 17:29:49.382940,2024-09-24,desktop,India,(direct),(none),(direct),Direct,149.55,149.55,3.0,2,2,['Accessories' 'Apparel'],1,True,,49.85,17,Tuesday,350
T0003381,5173615.8924177339.1732220138,5173615.8924177339,2024-11-21 20:22:13.591185,2024-11-21,desktop,United States,(direct),(none),(direct),Direct,149.41,149.41,3.0,2,2,['Accessories' 'Apparel'],1,True,,49.8,20,Thursday,351
T0001128,3535493.8308483877.1728098684,3535493.8308483877,2024-10-05 03:21:46.834481,2024-10-05,tablet,Germany,newsletter,email,weekly_drop,Email,149.02,149.02,4.0,3,2,['Apparel' 'Office'],1,True,,37.26,3,Saturday,352
T0002910,5174564.8142750930.1731360996,5174564.8142750930,2024-11-11 21:38:07.336627,2024-11-11,desktop,Canada,google,cpc,shopping_feed,Paid,149.0,149.0,3.0,2,1,['Apparel'],1,True,,49.67,21,Monday,353
T0000637,3697044.4932971674.1727017052,3697044.4932971674,2024-09-22 15:04:59.702702,2024-09-22,tablet,United States,(direct),(none),(direct),Direct,148.61,148.61,2.0,2,2,['Apparel' 'Lifestyle'],1,True,,74.31,15,Sunday,354
T0003896,2313668.9231496384.1732713699,2313668.9231496384,2024-11-27 13:27:55.518568,2024-11-27,desktop,Brazil,(direct),(none),(direct),Direct,148.44,148.44,4.0,3,2,['Accessories' 'Apparel'],1,True,,37.11,13,Wednesday,355
T0000728,8812513.2996934332.1727210154,8812513.2996934332,2024-09-24 20:38:59.060086,2024-09-24,desktop,France,google,cpc,shopping_feed,Paid,148.05,148.05,4.0,2,2,['Accessories' 'Lifestyle'],1,True,,37.01,20,Tuesday,356
T0001961,8708088.6312297792.1729727319,8708088.6312297792,2024-10-23 23:53:51.599885,2024-10-23,desktop,United States,(direct),(none),(direct),Direct,147.91,147.91,3.0,3,3,['Accessories' 'Apparel' 'Bags'],1,True,,49.3,23,Wednesday,357
T0003609,2884967.3542451119.1732547546,2884967.3542451119,2024-11-25 15:07:44.664439,2024-11-25,mobile,Australia,(direct),(none),(direct),Direct,147.88,147.88,3.0,2,2,['Apparel' 'Bags'],1,True,,49.29,15,Monday,358
T0000157,8130152.3210246315.1725835084,8130152.3210246315,2024-09-08 22:38:50.641724,2024-09-08,desktop,United States,google,organic,(organic),Organic Search,147.67,147.67,3.0,2,2,['Accessories' 'Apparel'],1,True,,49.22,22,Sunday,359
T0000750,2754962.7752849732.1727255157,2754962.7752849732,2024-09-25 09:06:14.762020,2024-09-25,desktop,Germany,(direct),(none),(direct),Direct,147.64,147.64,3.0,3,3,['Apparel' 'Drinkware' 'Lifestyle'],1,True,,49.21,9,Wednesday,360
T0004021,6613096.1210346990.1732780964,6613096.1210346990,2024-11-28 08:02:29.064459,2024-11-28,desktop,Canada,newsletter,email,weekly_drop,Email,147.31,147.31,3.0,2,2,['Accessories' 'Apparel'],1,True,,49.1,8,Thursday,361
T0001510,1078251.5628469174.1728920985,1078251.5628469174,2024-10-14 15:41:57.321089,2024-10-14,mobile,Mexico,youtube.com,referral,(referral),Referral,147.29,147.29,2.0,2,2,['Drinkware' 'Electronics'],2,False,4,73.65,15,Monday,362
T0003308,7765017.8641038822.1732106550,7765017.8641038822,2024-11-20 12:40:23.575133,2024-11-20,desktop,India,(direct),(none),(direct),Direct,147.27,147.27,2.0,2,2,['Apparel' 'Electronics'],1,True,,73.64,12,Wednesday,363
T0003864,2890164.7429176136.1732694554,2890164.7429176136,2024-11-27 08:07:42.584490,2024-11-27,mobile,United States,facebook,paid_social,prospecting_broad,Paid,147.12,147.12,2.0,1,1,['Apparel'],1,True,,73.56,8,Wednesday,364
T0002836,1003881.7304490861.1731245594,1003881.7304490861,2024-11-10 13:31:13.748144,2024-11-10,mobile,United States,youtube.com,referral,(referral),Referral,147.12,147.12,2.0,1,1,['Apparel'],1,True,,73.56,13,Sunday,364
T0002674,2360386.7184892400.1730955248,2360386.7184892400,2024-11-07 04:47:57.657988,2024-11-07,tablet,United States,google,organic,(organic),Organic Search,147.12,147.12,2.0,1,1,['Apparel'],1,True,,73.56,4,Thursday,364
T0002528,9006630.5947260897.1730710651,9006630.5947260897,2024-11-04 08:52:44.983121,2024-11-04,desktop,Australia,(direct),(none),(direct),Direct,147.12,147.12,2.0,1,1,['Apparel'],1,True,,73.56,8,Monday,364
T0003764,7550644.9777585226.1732636617,7550644.9777585226,2024-11-26 16:03:51.686832,2024-11-26,mobile,United States,google,cpc,shopping_feed,Paid,147.12,147.12,2.0,1,1,['Apparel'],1,True,,73.56,16,Tuesday,364
T0004055,4967212.9078058639.1732798321,4967212.9078058639,2024-11-28 12:57:26.920564,2024-11-28,desktop,United States,(direct),(none),(direct),Direct,146.97,146.97,2.0,2,2,['Bags' 'Electronics'],1,True,,73.49,12,Thursday,365
T0003278,2198949.2518786388.1732048349,2198949.2518786388,2024-11-19 20:30:10.136893,2024-11-19,desktop,Germany,google,organic,(organic),Organic Search,146.96,146.96,2.0,2,2,['Apparel' 'Lifestyle'],1,True,,73.48,20,Tuesday,366
T0004261,8624573.3864318203.1732888956,8624573.3864318203,2024-11-29 14:04:50.189721,2024-11-29,mobile,United States,(direct),(none),(direct),Direct,146.94,146.94,2.0,2,2,['Electronics' 'Stationery'],1,True,,73.47,14,Friday,367
T0002661,7030901.5454598929.1730926457,7030901.5454598929,2024-11-06 20:47:46.317349,2024-11-06,mobile,Germany,google,organic,(organic),Organic Search,146.89,146.89,3.0,3,3,['Accessories' 'Apparel' 'Lifestyle'],1,True,,48.96,20,Wednesday,368
T0000185,7910363.2172738735.1725918475,7910363.2172738735,2024-09-09 21:54:50.566595,2024-09-09,mobile,United States,newsletter,email,weekly_drop,Email,146.84,146.84,3.0,3,2,['Lifestyle' 'Office'],1,True,,48.95,21,Monday,369
T0002246,6128876.4046350580.1730242687,6128876.4046350580,2024-10-29 22:56:01.064524,2024-10-29,tablet,United States,google,organic,(organic),Organic Search,146.54,146.54,2.0,1,1,['Apparel'],1,True,,73.27,22,Tuesday,370
T0003986,9641776.5382236444.1732754409,9641776.5382236444,2024-11-28 00:52:49.967427,2024-11-28,tablet,United Kingdom,google,organic,(organic),Organic Search,146.43,146.43,4.0,3,2,['Accessories' 'Apparel'],1,True,,36.61,0,Thursday,371
T0003765,3216084.4647068316.1732637707,3216084.4647068316,2024-11-26 16:21:36.996091,2024-11-26,mobile,United Kingdom,(direct),(none),(direct),Direct,146.31,146.31,3.0,2,2,['Accessories' 'Bags'],1,True,,48.77,16,Tuesday,372
T0001772,8049814.9873712501.1729380763,8049814.9873712501,2024-10-19 23:38:05.652995,2024-10-19,desktop,United States,(direct),(none),(direct),Direct,146.31,146.31,3.0,2,2,['Accessories' 'Bags'],1,True,,48.77,23,Saturday,372
T0004437,5825091.6381545515.1732985934,5825091.6381545515,2024-11-30 16:58:32.341947,2024-11-30,mobile,Australia,google,organic,(organic),Organic Search,146.23,146.23,5.0,3,3,['Accessories' 'Apparel' 'Headgear'],2,False,21,29.25,16,Saturday,373
T0001551,5455202.3971957788.1728989656,5455202.3971957788,2024-10-15 10:47:16.485574,2024-10-15,desktop,United States,(direct),(none),(direct),Direct,146.19,146.19,4.0,2,2,['Accessories' 'Apparel'],1,True,,36.55,10,Tuesday,374
T0000581,6138834.6039830018.1726908946,6138834.6039830018,2024-09-21 09:07:34.993984,2024-09-21,desktop,Netherlands,(direct),(none),(direct),Direct,146.15,146.15,5.0,3,2,['Accessories' 'Apparel'],1,True,,29.23,9,Saturday,375
T0003075,6300723.2964823280.1731692399,6300723.2964823280,2024-11-15 17:44:40.241303,2024-11-15,desktop,United States,google,cpc,brand_search,Paid,145.72,145.72,3.0,3,2,['Apparel' 'Lifestyle'],1,True,,48.57,17,Friday,376
T0003228,4782841.6549839140.1731961709,4782841.6549839140,2024-11-18 20:26:08.941962,2024-11-18,mobile,United States,(direct),(none),(direct),Direct,145.61,145.61,3.0,2,2,['Accessories' 'Bags'],1,True,,48.54,20,Monday,377
T0002904,6908237.2345866344.1731354269,6908237.2345866344,2024-11-11 19:54:03.552983,2024-11-11,desktop,United States,google,cpc,shopping_feed,Paid,145.4,145.4,3.0,3,3,['Apparel' 'Headgear' 'Lifestyle'],1,True,,48.47,19,Monday,378
T0000624,9195877.7672635187.1726983023,9195877.7672635187,2024-09-22 05:36:31.422175,2024-09-22,mobile,Japan,google,organic,(organic),Organic Search,145.4,145.4,3.0,2,1,['Apparel'],1,True,,48.47,5,Sunday,378
T0000432,5813072.5931700697.1726543452,5813072.5931700697,2024-09-17 03:30:26.653699,2024-09-17,mobile,Japan,(direct),(none),(direct),Direct,145.37,145.37,3.0,3,2,['Apparel' 'Electronics'],1,True,,48.46,3,Tuesday,379
T0004223,4077797.5831360353.1732873081,4077797.5831360353,2024-11-29 09:39:15.465163,2024-11-29,desktop,United States,google,cpc,brand_search,Paid,145.16,145.16,3.0,2,2,['Apparel' 'Electronics'],1,True,,48.39,9,Friday,380
T0000759,2112605.7495428055.1727270310,2112605.7495428055,2024-09-25 13:08:49.957675,2024-09-25,desktop,Germany,(direct),(none),(direct),Direct,145.12,145.12,3.0,2,2,['Bags' 'Drinkware'],1,True,,48.37,13,Wednesday,381
T0004056,8157823.7822694715.1732798887,8157823.7822694715,2024-11-28 12:59:27.134051,2024-11-28,mobile,Japan,google,organic,(organic),Organic Search,145.05,145.05,3.0,2,1,['Apparel'],1,True,,48.35,12,Thursday,382
T0002028,9344458.5239633414.1729862269,9344458.5239633414,2024-10-25 13:14:25.695934,2024-10-25,mobile,United States,google,cpc,brand_search,Paid,145.05,145.05,3.0,3,2,['Apparel' 'Stationery'],3,False,6,48.35,13,Friday,382
T0004433,6725729.8149417801.1732984738,6725729.8149417801,2024-11-30 16:39:46.247654,2024-11-30,desktop,United States,google,cpc,shopping_feed,Paid,144.99,144.99,3.0,3,3,['Accessories' 'Bags' 'Drinkware'],1,True,,48.33,16,Saturday,383
T0003510,6279287.4165570696.1732454626,6279287.4165570696,2024-11-24 13:29:20.060654,2024-11-24,desktop,United States,google,cpc,shopping_feed,Paid,144.96,144.96,3.0,2,2,['Accessories' 'Bags'],1,True,,48.32,13,Sunday,384
T0003366,3649792.2034961411.1732201576,3649792.2034961411,2024-11-21 15:07:34.094211,2024-11-21,desktop,Australia,facebook,paid_social,prospecting_broad,Paid,144.87,144.87,3.0,3,3,['Bags' 'Drinkware' 'Office'],1,True,,48.29,15,Thursday,385
T0002926,9600278.3026593222.1731398524,9600278.3026593222,2024-11-12 07:59:23.601995,2024-11-12,desktop,Canada,youtube.com,referral,(referral),Referral,144.83,144.83,3.0,3,3,['Apparel' 'Lifestyle' 'Office'],1,True,,48.28,7,Tuesday,386
T0003757,2565226.3784689989.1732633788,2565226.3784689989,2024-11-26 15:17:44.177453,2024-11-26,mobile,United States,youtube.com,referral,(referral),Referral,144.74,144.74,3.0,3,3,['Accessories' 'Bags' 'Headgear'],1,True,,48.25,15,Tuesday,387
T0000545,4155177.7518015868.1726803370,4155177.7518015868,2024-09-20 03:35:55.981117,2024-09-20,mobile,United States,newsletter,email,weekly_drop,Email,144.44,144.44,2.0,2,2,['Bags' 'Drinkware'],1,True,,72.22,3,Friday,388
T0001229,8439007.5684982801.1728329997,8439007.5684982801,2024-10-07 19:38:30.075479,2024-10-07,mobile,Canada,partners,affiliate,coupon_partners,Affiliate,144.07,144.07,3.0,3,3,['Accessories' 'Apparel' 'Bags'],1,True,,48.02,19,Monday,389
T0002994,3058731.5059313896.1731524372,3058731.5059313896,2024-11-13 19:01:37.660452,2024-11-13,desktop,Australia,(direct),(none),(direct),Direct,143.96,143.96,2.0,1,1,['Bags'],1,True,,71.98,19,Wednesday,390
T0001613,6315633.1254811671.1729102707,6315633.1254811671,2024-10-16 18:14:07.692489,2024-10-16,desktop,United Kingdom,(direct),(none),(direct),Direct,143.96,143.96,2.0,1,1,['Bags'],1,True,,71.98,18,Wednesday,390
T0000169,4342418.6983952595.1725889521,4342418.6983952595,2024-09-09 13:43:29.288393,2024-09-09,desktop,United States,newsletter,email,weekly_drop,Email,143.96,143.96,2.0,1,1,['Bags'],2,False,2,71.98,13,Monday,390
T0000018,9386357.7401542915.1725243855,9386357.7401542915,2024-09-02 02:27:45.896559,2024-09-02,mobile,United States,google,cpc,brand_search,Paid,143.82,143.82,5.0,3,3,['Accessories' 'Bags' 'Stationery'],1,True,,28.76,2,Monday,391
T0004108,7637578.8891804711.1732815123,7637578.8891804711,2024-11-28 17:54:16.284770,2024-11-28,desktop,Germany,youtube.com,referral,(referral),Referral,143.76,143.76,3.0,2,2,['Accessories' 'Apparel'],1,True,,47.92,17,Thursday,392
T0003362,2144229.4810933801.1732198585,2144229.4810933801,2024-11-21 14:15:13.808252,2024-11-21,mobile,France,partners,affiliate,coupon_partners,Affiliate,143.61,143.61,3.0,2,1,['Apparel'],1,True,,47.87,14,Thursday,393
T0003081,3571295.2941345039.1731701415,3571295.2941345039,2024-11-15 20:16:45.746372,2024-11-15,desktop,United States,(direct),(none),(direct),Direct,143.59,143.59,2.0,2,2,['Bags' 'Lifestyle'],1,True,,71.8,20,Friday,394
T0000669,2700247.1070451813.1727095008,2700247.1070451813,2024-09-23 12:43:41.789584,2024-09-23,desktop,United States,newsletter,email,weekly_drop,Email,143.26,143.26,4.0,2,2,['Accessories' 'Apparel'],1,True,,35.82,12,Monday,395
T0001850,3017599.7676783379.1729576210,3017599.7676783379,2024-10-22 05:55:08.379071,2024-10-22,desktop,Germany,google,cpc,brand_search,Paid,143.05,143.05,2.0,2,2,['Apparel' 'Bags'],1,True,,71.53,5,Tuesday,396
T0003363,8585245.1612563243.1732199446,8585245.1612563243,2024-11-21 14:30:18.741368,2024-11-21,desktop,United Kingdom,partners,affiliate,coupon_partners,Affiliate,142.98,142.98,3.0,2,2,['Apparel' 'Headgear'],1,True,,47.66,14,Thursday,397
T0001669,1106315.1347788080.1729194282,1106315.1347788080,2024-10-17 19:45:49.015870,2024-10-17,mobile,Netherlands,(direct),(none),(direct),Direct,142.98,142.98,4.0,2,2,['Accessories' 'Apparel'],1,True,,35.74,19,Thursday,397
T0003723,5926313.8271371766.1732620976,5926313.8271371766,2024-11-26 11:37:40.747596,2024-11-26,tablet,United Kingdom,(direct),(none),(direct),Direct,142.87,142.87,2.0,2,2,['Accessories' 'Bags'],1,True,,71.44,11,Tuesday,398
T0001692,5366141.7399315561.1729255130,5366141.7399315561,2024-10-18 12:47:58.726857,2024-10-18,desktop,France,google,cpc,brand_search,Paid,142.73,142.73,4.0,3,2,['Accessories' 'Apparel'],1,True,,35.68,12,Friday,399
T0003788,6901545.1209400383.1732651665,6901545.1209400383,2024-11-26 20:12:11.246372,2024-11-26,desktop,United States,youtube.com,referral,(referral),Referral,142.67,142.67,3.0,2,2,['Accessories' 'Bags'],1,True,,47.56,20,Tuesday,400
T0002648,8223782.2180538850.1730911439,8223782.2180538850,2024-11-06 16:43:43.968793,2024-11-06,mobile,Australia,facebook,paid_social,prospecting_broad,Paid,142.67,142.67,3.0,2,2,['Accessories' 'Bags'],1,True,,47.56,16,Wednesday,400
T0001600,7914101.4367211965.1729086109,7914101.4367211965,2024-10-16 13:53:39.420898,2024-10-16,desktop,Japan,google,organic,(organic),Organic Search,142.53,142.53,2.0,2,2,['Apparel' 'Lifestyle'],1,True,,71.27,13,Wednesday,401
T0002897,5214360.3389410850.1731345738,5214360.3389410850,2024-11-11 17:40:35.316497,2024-11-11,mobile,United States,(direct),(none),(direct),Direct,142.46,142.46,3.0,2,2,['Apparel' 'Lifestyle'],1,True,,47.49,17,Monday,402
T0001797,9824195.1687213400.1729448536,9824195.1687213400,2024-10-20 18:33:37.953254,2024-10-20,mobile,India,google,organic,(organic),Organic Search,142.41,142.41,3.0,2,2,['Accessories' 'Lifestyle'],1,True,,47.47,18,Sunday,403
T0003478,6329146.4045905699.1732385861,6329146.4045905699,2024-11-23 18:16:41.086641,2024-11-23,desktop,Japan,google,cpc,shopping_feed,Paid,142.41,142.41,3.0,2,2,['Accessories' 'Lifestyle'],1,True,,47.47,18,Saturday,403
T0000979,1326792.7684894134.1727741383,1326792.7684894134,2024-10-01 00:20:27.949316,2024-10-01,desktop,Germany,(direct),(none),(direct),Direct,142.23,142.23,3.0,2,2,['Accessories' 'Apparel'],1,True,,47.41,0,Tuesday,404
T0001737,1680794.2333064339.1729321591,1680794.2333064339,2024-10-19 07:03:22.557887,2024-10-19,desktop,Australia,google,cpc,shopping_feed,Paid,142.11,142.11,5.0,2,2,['Drinkware' 'Office'],1,True,,28.42,7,Saturday,405
T0004267,8051048.4060550407.1732890784,8051048.4060550407,2024-11-29 14:24:40.129226,2024-11-29,desktop,United States,google,organic,(organic),Organic Search,142.04,142.04,2.0,2,2,['Bags' 'Lifestyle'],1,True,,71.02,14,Friday,406
T0000141,8415608.2069059015.1725773622,8415608.2069059015,2024-09-08 05:30:28.574448,2024-09-08,desktop,United Kingdom,(direct),(none),(direct),Direct,141.88,141.88,3.0,3,2,['Apparel' 'Bags'],1,True,,47.29,5,Sunday,407
T0000606,3023567.1981761566.1726943181,3023567.1981761566,2024-09-21 18:36:58.064012,2024-09-21,desktop,United States,google,cpc,brand_search,Paid,141.8,141.8,3.0,3,3,['Accessories' 'Apparel' 'Lifestyle'],1,True,,47.27,18,Saturday,408
T0000484,3636112.4591469949.1726684522,3636112.4591469949,2024-09-18 18:42:33.801273,2024-09-18,mobile,United States,newsletter,email,weekly_drop,Email,141.76,141.76,3.0,2,2,['Apparel' 'Office'],1,True,,47.25,18,Wednesday,409
T0004228,9316186.9903646463.1732876195,9316186.9903646463,2024-11-29 10:25:24.854888,2024-11-29,mobile,United States,google,cpc,brand_search,Paid,141.49,141.49,5.0,3,2,['Accessories' 'Apparel'],1,True,,28.3,10,Friday,410
T0002388,2640798.3259811970.1730488917,2640798.3259811970,2024-11-01 19:20:33.437610,2024-11-01,desktop,Germany,google,cpc,shopping_feed,Paid,141.43,141.43,2.0,2,2,['Bags' 'Electronics'],1,True,,70.72,19,Friday,411
T0001126,6084968.2234962206.1728082655,6084968.2234962206,2024-10-04 23:12:20.019160,2024-10-04,desktop,United States,google,organic,(organic),Organic Search,141.36,141.36,2.0,1,1,['Apparel'],1,True,,70.68,23,Friday,412
T0001666,7795928.6599924652.1729191641,7795928.6599924652,2024-10-17 19:12:28.111901,2024-10-17,mobile,United States,google,cpc,shopping_feed,Paid,141.36,141.36,2.0,1,1,['Apparel'],1,True,,70.68,19,Thursday,412
T0001124,5354993.1287600181.1728082049,5354993.1287600181,2024-10-04 23:01:54.200378,2024-10-04,desktop,Canada,google,organic,(organic),Organic Search,141.3,141.3,4.0,3,3,['Accessories' 'Apparel' 'Drinkware'],1,True,,35.33,23,Friday,413
T0000666,9201696.7766215701.1727092645,9201696.7766215701,2024-09-23 11:59:20.736255,2024-09-23,desktop,United Kingdom,google,organic,(organic),Organic Search,141.28,141.28,3.0,3,3,['Apparel' 'Drinkware' 'Lifestyle'],1,True,,47.09,11,Monday,414
T0004408,7016053.6746270940.1732971874,7016053.6746270940,2024-11-30 13:05:40.159313,2024-11-30,mobile,United States,google,cpc,brand_search,Paid,141.26,141.26,5.0,3,3,['Apparel' 'Bags' 'Drinkware'],1,True,,28.25,13,Saturday,415
T0002530,6510663.3774218687.1730712840,6510663.3774218687,2024-11-04 09:34:13.934868,2024-11-04,mobile,United States,newsletter,email,weekly_drop,Email,141.23,141.23,3.0,2,1,['Apparel'],1,True,,47.08,9,Monday,416
T0000699,8125556.5638382469.1727172406,8125556.5638382469,2024-09-24 10:19:51.000544,2024-09-24,desktop,United States,facebook,paid_social,prospecting_broad,Paid,141.19,141.19,4.0,3,2,['Accessories' 'Apparel'],1,True,,35.3,10,Tuesday,417
T0004274,3268548.4540916998.1732896009,3268548.4540916998,2024-11-29 15:56:08.919525,2024-11-29,desktop,United States,google,organic,(organic),Organic Search,141.1,141.1,2.0,2,2,['Apparel' 'Bags'],1,True,,70.55,15,Friday,418
T0001874,7438180.5199651260.1729608486,7438180.5199651260,2024-10-22 14:58:03.617238,2024-10-22,mobile,United States,google,organic,(organic),Organic Search,140.91,140.91,3.0,3,2,['Apparel' 'Bags'],1,True,,46.97,14,Tuesday,419
T0003943,4302955.8539791293.1732736206,4302955.8539791293,2024-11-27 19:42:30.840336,2024-11-27,desktop,United States,newsletter,email,weekly_drop,Email,140.89,140.89,3.0,3,3,['Accessories' 'Drinkware' 'Lifestyle'],1,True,,46.96,19,Wednesday,420
T0000964,8071856.6477519463.1727719803,8071856.6477519463,2024-09-30 18:19:31.915178,2024-09-30,desktop,United States,google,organic,(organic),Organic Search,140.48,140.48,3.0,2,2,['Apparel' 'Lifestyle'],1,True,,46.83,18,Monday,421
T0000529,4652015.2667227984.1726777131,4652015.2667227984,2024-09-19 20:20:04.170301,2024-09-19,desktop,Brazil,google,organic,(organic),Organic Search,140.34,140.34,3.0,3,3,['Accessories' 'Apparel' 'Office'],1,True,,46.78,20,Thursday,422
T0003857,8586230.4611511079.1732685054,8586230.4611511079,2024-11-27 05:16:23.136014,2024-11-27,mobile,Australia,newsletter,email,weekly_drop,Email,140.22,140.22,2.0,2,2,['Apparel' 'Lifestyle'],1,True,,70.11,5,Wednesday,423
T0003942,6477911.7182533756.1732734847,6477911.7182533756,2024-11-27 19:36:19.161987,2024-11-27,desktop,United States,google,cpc,brand_search,Paid,139.82,139.82,4.0,3,2,['Apparel' 'Lifestyle'],1,True,,34.96,19,Wednesday,424
T0001135,2869196.9259549028.1728121245,2869196.9259549028,2024-10-05 09:50:03.832463,2024-10-05,mobile,United States,google,cpc,shopping_feed,Paid,139.67,139.67,5.0,3,3,['Accessories' 'Drinkware' 'Office'],1,True,,27.93,9,Saturday,425
T0003378,1782221.4913149101.1732216427,1782221.4913149101,2024-11-21 19:12:47.027390,2024-11-21,desktop,Netherlands,(direct),(none),(direct),Direct,139.46,139.46,3.0,2,2,['Accessories' 'Lifestyle'],1,True,,46.49,19,Thursday,426
T0004244,3073734.7147873845.1732881401,3073734.7147873845,2024-11-29 12:04:16.551129,2024-11-29,desktop,Japan,newsletter,email,weekly_drop,Email,139.3,139.3,3.0,3,3,['Apparel' 'Bags' 'Lifestyle'],1,True,,46.43,12,Friday,427
T0004354,7979560.2396923398.1732927446,7979560.2396923398,2024-11-30 00:49:50.237587,2024-11-30,desktop,Germany,google,organic,(organic),Organic Search,139.28,139.28,2.0,2,2,['Bags' 'Drinkware'],1,True,,69.64,0,Saturday,428
T0004327,6714193.6855982902.1732916497,6714193.6855982902,2024-11-29 21:50:41.129461,2024-11-29,desktop,Canada,(direct),(none),(direct),Direct,139.14,139.14,4.0,3,2,['Apparel' 'Bags'],1,True,,34.78,21,Friday,429
T0004210,8385761.6938118164.1732867614,8385761.6938118164,2024-11-29 08:07:28.099988,2024-11-29,mobile,United States,google,organic,(organic),Organic Search,139.04,139.04,3.0,2,2,['Bags' 'Headgear'],1,True,,46.35,8,Friday,430
T0001909,3853852.3263367844.1729649666,3853852.3263367844,2024-10-23 02:28:53.118973,2024-10-23,desktop,United States,google,cpc,brand_search,Paid,138.98,138.98,2.0,2,2,['Electronics' 'Office'],1,True,,69.49,2,Wednesday,431
T0003205,3421554.7657024367.1731928524,3421554.7657024367,2024-11-18 11:11:42.571629,2024-11-18,mobile,Netherlands,facebook,paid_social,prospecting_broad,Paid,138.88,138.88,3.0,3,3,['Apparel' 'Bags' 'Drinkware'],1,True,,46.29,11,Monday,432
T0002239,1393470.3605828485.1730232149,1393470.3605828485,2024-10-29 20:11:38.554183,2024-10-29,desktop,United States,(direct),(none),(direct),Direct,138.79,138.79,4.0,3,3,['Accessories' 'Apparel' 'Drinkware'],1,True,,34.7,20,Tuesday,433
T0001194,5251977.9748365720.1728239585,5251977.9748365720,2024-10-06 18:36:11.900429,2024-10-06,mobile,United States,google,organic,(organic),Organic Search,138.6,138.6,4.0,3,3,['Accessories' 'Apparel' 'Lifestyle'],1,True,,34.65,18,Sunday,434
