acquisition_week,acquisition_channel,week_index,cohort_users,active_users,purchasing_users,orders,revenue,retention_rate,purchase_rate,revenue_per_cohort_user,weeks_observed
2024-09-02,Paid,6,3158,20,2,2.0,210.02,0.0063,0.0006,0.07,12
2024-11-18,Affiliate,1,336,73,1,1.0,99.79,0.2173,0.003,0.3,1
2024-09-16,Organic Search,2,2502,247,8,8.0,671.45,0.0987,0.0032,0.27,10
2024-08-26,Email,0,63,63,1,1.0,237.07,1.0,0.0159,3.76,13
2024-10-14,Affiliate,2,325,37,1,1.0,71.43,0.1138,0.0031,0.22,6
2024-09-16,Direct,3,1967,76,2,2.0,234.73,0.0386,0.001,0.12,10
2024-11-11,Affiliate,1,359,75,3,3.0,237.35,0.2089,0.0084,0.66,2
2024-10-21,Affiliate,3,284,17,0,0.0,0.0,0.0599,0.0,0.0,5
2024-09-23,Paid,4,3501,81,3,3.0,368.94,0.0231,0.0009,0.11,9
2024-11-04,Referral,2,925,67,1,1.0,32.13,0.0724,0.0011,0.03,3
2024-10-07,Referral,6,808,4,0,0.0,0.0,0.005,0.0,0.0,7
2024-09-02,Email,3,429,28,2,2.0,89.36,0.0653,0.0047,0.21,12
2024-10-14,Referral,2,794,55,1,1.0,95.0,0.0693,0.0013,0.12,6
2024-09-09,Email,5,454,14,0,0.0,0.0,0.0308,0.0,0.0,11
2024-10-21,Referral,5,856,6,0,0.0,0.0,0.007,0.0,0.0,5
2024-08-26,Affiliate,7,41,1,0,0.0,0.0,0.0244,0.0,0.0,13
2024-11-04,Affiliate,2,346,28,2,2.0,213.02,0.0809,0.0058,0.62,3
2024-08-26,Organic Search,7,304,4,0,0.0,0.0,0.0132,0.0,0.0,13
2024-09-09,Organic Search,8,2390,9,0,0.0,0.0,0.0038,0.0,0.0,11
2024-09-09,Email,9,454,3,0,0.0,0.0,0.0066,0.0,0.0,11
2024-09-09,Organic Search,7,2390,13,0,0.0,0.0,0.0054,0.0,0.0,11
2024-09-09,Direct,8,2046,6,0,0.0,0.0,0.0029,0.0,0.0,11
2024-09-30,Email,8,513,3,0,0.0,0.0,0.0058,0.0,0.0,8
2024-09-16,Affiliate,9,286,1,1,1.0,250.93,0.0035,0.0035,0.88,10
2024-08-26,Direct,5,259,7,0,0.0,0.0,0.027,0.0,0.0,13
2024-09-09,Direct,7,2046,15,1,1.0,16.52,0.0073,0.0005,0.01,11
2024-08-26,Organic Search,8,304,3,0,0.0,0.0,0.0099,0.0,0.0,13
2024-09-09,Referral,4,764,12,1,1.0,27.95,0.0157,0.0013,0.04,11
2024-09-02,Organic Search,10,2225,2,0,0.0,0.0,0.0009,0.0,0.0,12
2024-09-30,Referral,7,766,4,0,0.0,0.0,0.0052,0.0,0.0,8
2024-10-07,Email,5,521,8,2,2.0,79.99,0.0154,0.0038,0.15,7
2024-09-30,Referral,8,766,1,0,0.0,0.0,0.0013,0.0,0.0,8
2024-09-16,Affiliate,5,286,7,1,1.0,29.0,0.0245,0.0035,0.1,10
2024-09-02,Email,6,429,8,0,0.0,0.0,0.0186,0.0,0.0,12
2024-08-26,Direct,9,259,4,0,0.0,0.0,0.0154,0.0,0.0,13
2024-08-26,Paid,11,448,1,0,0.0,0.0,0.0022,0.0,0.0,13
2024-09-23,Affiliate,7,304,2,0,0.0,0.0,0.0066,0.0,0.0,9
2024-09-16,Organic Search,10,2502,4,1,1.0,112.9,0.0016,0.0004,0.05,10
2024-09-30,Email,7,513,4,1,1.0,43.54,0.0078,0.0019,0.08,8
2024-09-16,Referral,7,784,1,0,0.0,0.0,0.0013,0.0,0.0,10
2024-09-09,Paid,10,3303,2,1,1.0,114.18,0.0006,0.0003,0.03,11
2024-09-23,Affiliate,8,304,1,0,0.0,0.0,0.0033,0.0,0.0,9
2024-08-26,Referral,8,91,1,0,0.0,0.0,0.011,0.0,0.0,13
2024-09-16,Referral,8,784,1,0,0.0,0.0,0.0013,0.0,0.0,10
2024-10-21,Paid,0,3814,3814,54,56.0,3643.21,1.0,0.0142,0.96,5
2024-09-16,Affiliate,1,286,63,2,2.0,178.75,0.2203,0.007,0.63,10
2024-11-04,Direct,1,2420,573,33,34.0,2173.34,0.2368,0.0136,0.9,3
2024-09-09,Organic Search,0,2390,2390,27,27.0,1926.51,1.0,0.0113,0.81,11
2024-09-09,Direct,0,2046,2046,45,46.0,2618.65,1.0,0.022,1.28,11
2024-11-11,Email,0,592,592,17,19.0,1280.07,1.0,0.0287,2.16,2
2024-09-30,Paid,1,3552,708,22,24.0,1519.49,0.1993,0.0062,0.43,8
2024-08-26,Organic Search,0,304,304,7,7.0,490.54,1.0,0.023,1.61,13
2024-10-21,Affiliate,2,284,25,0,0.0,0.0,0.088,0.0,0.0,5
2024-09-30,Referral,0,766,766,3,3.0,254.72,1.0,0.0039,0.33,8
2024-10-21,Organic Search,0,2802,2802,37,38.0,2734.22,1.0,0.0132,0.98,5
2024-11-11,Paid,2,4060,362,22,22.0,2058.66,0.0892,0.0054,0.51,2
2024-10-21,Direct,3,2324,139,12,12.0,580.54,0.0598,0.0052,0.25,5
2024-09-16,Direct,2,1967,171,10,11.0,950.77,0.0869,0.0051,0.48,10
2024-08-26,Direct,1,259,75,4,4.0,270.61,0.2896,0.0154,1.04,13
2024-10-14,Organic Search,4,2779,75,2,2.0,324.54,0.027,0.0007,0.12,6
2024-10-28,Affiliate,1,305,58,1,1.0,42.16,0.1902,0.0033,0.14,4
2024-09-02,Email,2,429,65,7,7.0,370.35,0.1515,0.0163,0.86,12
2024-09-16,Email,4,485,21,3,3.0,82.82,0.0433,0.0062,0.17,10
2024-09-16,Referral,0,784,784,2,2.0,33.06,1.0,0.0026,0.04,10
2024-09-30,Email,0,513,513,18,19.0,1348.97,1.0,0.0351,2.63,8
2024-10-07,Email,1,521,136,9,9.0,780.83,0.261,0.0173,1.5,7
2024-09-23,Affiliate,0,304,304,6,6.0,569.95,1.0,0.0197,1.87,9
2024-08-26,Referral,0,91,91,0,0.0,0.0,1.0,0.0,0.0,13
2024-10-07,Referral,2,808,54,0,0.0,0.0,0.0668,0.0,0.0,7
2024-10-28,Paid,3,3892,168,6,7.0,338.6,0.0432,0.0015,0.09,4
2024-11-11,Referral,1,875,155,0,0.0,0.0,0.1771,0.0,0.0,2
2024-10-28,Direct,3,2410,136,4,4.0,372.01,0.0564,0.0017,0.15,4
2024-09-09,Email,1,454,114,10,10.0,888.92,0.2511,0.022,1.96,11
2024-11-11,Direct,2,2499,259,20,20.0,1468.07,0.1036,0.008,0.59,2
2024-09-02,Paid,2,3158,252,6,6.0,439.7,0.0798,0.0019,0.14,12
2024-10-21,Referral,1,856,158,2,2.0,84.13,0.1846,0.0023,0.1,5
2024-08-26,Affiliate,0,41,41,1,1.0,24.38,1.0,0.0244,0.59,13
2024-09-16,Organic Search,3,2502,120,4,5.0,271.53,0.048,0.0016,0.11,10
2024-09-23,Email,7,480,6,2,2.0,116.88,0.0125,0.0042,0.24,9
2024-09-09,Paid,6,3303,23,0,0.0,0.0,0.007,0.0,0.0,11
2024-10-14,Referral,3,794,20,0,0.0,0.0,0.0252,0.0,0.0,6
2024-09-30,Organic Search,7,2561,12,0,0.0,0.0,0.0047,0.0,0.0,8
2024-09-09,Paid,3,3303,153,4,4.0,395.96,0.0463,0.0012,0.12,11
2024-09-30,Direct,8,2145,10,3,3.0,136.68,0.0047,0.0014,0.06,8
2024-11-04,Referral,3,925,35,1,1.0,46.71,0.0378,0.0011,0.05,3
2024-10-07,Organic Search,4,2627,67,2,2.0,428.24,0.0255,0.0008,0.16,7
2024-09-02,Direct,4,1990,60,1,1.0,56.18,0.0302,0.0005,0.03,12
2024-10-14,Email,3,502,29,0,0.0,0.0,0.0578,0.0,0.0,6
2024-09-02,Organic Search,3,2225,108,1,1.0,57.5,0.0485,0.0004,0.03,12
2024-09-30,Direct,7,2145,15,1,1.0,145.61,0.007,0.0005,0.07,8
2024-11-04,Email,1,542,137,9,9.0,583.17,0.2528,0.0166,1.08,3
2024-09-23,Direct,9,2150,4,1,1.0,211.84,0.0019,0.0005,0.1,9
2024-10-14,Affiliate,3,325,22,0,0.0,0.0,0.0677,0.0,0.0,6
2024-10-07,Paid,7,3499,16,1,1.0,17.44,0.0046,0.0003,0.0,7
2024-10-28,Organic Search,4,2926,68,11,11.0,812.51,0.0232,0.0038,0.28,4
2024-11-04,Affiliate,3,346,24,2,2.0,274.38,0.0694,0.0058,0.79,3
2024-10-14,Direct,4,2277,65,5,6.0,426.61,0.0285,0.0022,0.19,6
2024-09-16,Paid,4,3403,77,5,6.0,384.23,0.0226,0.0015,0.11,10
2024-08-26,Referral,11,91,1,0,0.0,0.0,0.011,0.0,0.0,13
2024-10-14,Email,6,502,5,1,1.0,28.09,0.01,0.002,0.06,6
2024-10-14,Paid,5,3815,47,1,1.0,142.41,0.0123,0.0003,0.04,6
2024-10-07,Direct,7,2244,19,0,0.0,0.0,0.0085,0.0,0.0,7
2024-09-23,Email,8,480,1,0,0.0,0.0,0.0021,0.0,0.0,9
2024-09-30,Affiliate,5,313,3,0,0.0,0.0,0.0096,0.0,0.0,8
2024-10-28,Email,4,519,18,5,5.0,355.41,0.0347,0.0096,0.68,4
2024-09-16,Organic Search,6,2502,19,1,1.0,115.17,0.0076,0.0004,0.05,10
2024-09-23,Direct,5,2150,27,1,1.0,85.1,0.0126,0.0005,0.04,9
2024-09-30,Organic Search,8,2561,7,1,1.0,108.37,0.0027,0.0004,0.04,8
2024-08-26,Paid,8,448,5,3,3.0,172.49,0.0112,0.0067,0.39,13
2024-09-02,Organic Search,6,2225,10,0,0.0,0.0,0.0045,0.0,0.0,12
2024-10-07,Affiliate,4,271,15,1,1.0,122.25,0.0554,0.0037,0.45,7
2024-09-09,Direct,11,2046,1,0,0.0,0.0,0.0005,0.0,0.0,11
2024-08-26,Paid,7,448,5,0,0.0,0.0,0.0112,0.0,0.0,13
2024-09-09,Affiliate,4,278,6,0,0.0,0.0,0.0216,0.0,0.0,11
2024-09-02,Paid,10,3158,3,0,0.0,0.0,0.0009,0.0,0.0,12
2024-10-14,Affiliate,6,325,3,0,0.0,0.0,0.0092,0.0,0.0,6
2024-09-02,Referral,5,646,5,0,0.0,0.0,0.0077,0.0,0.0,12
2024-09-23,Referral,7,808,2,0,0.0,0.0,0.0025,0.0,0.0,9
2024-10-14,Referral,6,794,3,0,0.0,0.0,0.0038,0.0,0.0,6
2024-09-02,Organic Search,12,2225,1,0,0.0,0.0,0.0004,0.0,0.0,12
2024-08-26,Paid,13,448,1,0,0.0,0.0,0.0022,0.0,0.0,13
2024-08-26,Organic Search,11,304,2,0,0.0,0.0,0.0066,0.0,0.0,13
2024-09-23,Referral,8,808,1,0,0.0,0.0,0.0012,0.0,0.0,9
2024-11-25,Organic Search,0,6645,6645,145,149.0,10294.43,1.0,0.0218,1.55,0
2024-09-23,Paid,0,3501,3501,33,33.0,2025.1,1.0,0.0094,0.58,9
2024-09-23,Organic Search,0,2466,2466,34,34.0,2402.44,1.0,0.0138,0.97,9
2024-09-09,Email,3,454,41,2,2.0,80.71,0.0903,0.0044,0.18,11
2024-11-18,Paid,0,4161,4161,52,52.0,3682.17,1.0,0.0125,0.88,1
2024-11-25,Email,0,1309,1309,71,72.0,5627.38,1.0,0.0542,4.3,0
2024-11-04,Affiliate,1,346,94,2,2.0,49.89,0.2717,0.0058,0.14,3
2024-09-09,Paid,1,3303,659,20,20.0,1524.44,0.1995,0.0061,0.46,11
2024-11-04,Paid,2,4076,336,16,16.0,1122.78,0.0824,0.0039,0.28,3
2024-10-14,Referral,1,794,132,3,3.0,127.9,0.1662,0.0038,0.16,6
2024-09-09,Referral,0,764,764,10,10.0,938.99,1.0,0.0131,1.23,11
2024-09-16,Organic Search,1,2502,521,13,13.0,796.73,0.2082,0.0052,0.32,10
2024-10-14,Paid,2,3815,336,17,17.0,1169.49,0.0881,0.0045,0.31,6
2024-10-28,Paid,1,3892,766,24,24.0,1487.93,0.1968,0.0062,0.38,4
2024-11-18,Referral,0,948,948,8,8.0,693.19,1.0,0.0084,0.73,1
2024-10-14,Email,1,502,147,6,6.0,481.5,0.2928,0.012,0.96,6
2024-10-14,Affiliate,1,325,79,4,4.0,253.4,0.2431,0.0123,0.78,6
2024-10-07,Direct,4,2244,54,7,7.0,285.58,0.0241,0.0031,0.13,7
2024-11-04,Referral,1,925,169,2,2.0,159.65,0.1827,0.0022,0.17,3
2024-09-30,Affiliate,2,313,32,1,1.0,184.21,0.1022,0.0032,0.59,8
2024-10-28,Direct,1,2410,574,26,27.0,1733.53,0.2382,0.0108,0.72,4
2024-09-02,Affiliate,0,280,280,1,1.0,119.68,1.0,0.0036,0.43,12
2024-09-30,Organic Search,4,2561,54,5,5.0,372.73,0.0211,0.002,0.15,8
2024-10-07,Paid,4,3499,75,4,4.0,76.98,0.0214,0.0011,0.02,7
2024-09-23,Direct,2,2150,233,4,4.0,194.23,0.1084,0.0019,0.09,9
2024-09-23,Referral,4,808,10,0,0.0,0.0,0.0124,0.0,0.0,9
2024-09-30,Paid,6,3552,31,0,0.0,0.0,0.0087,0.0,0.0,8
2024-09-16,Paid,7,3403,14,0,0.0,0.0,0.0041,0.0,0.0,10
2024-09-30,Direct,4,2145,67,6,6.0,449.62,0.0312,0.0028,0.21,8
2024-09-02,Organic Search,1,2225,489,21,22.0,1504.83,0.2198,0.0094,0.68,12
2024-10-21,Direct,1,2324,550,26,26.0,1671.78,0.2367,0.0112,0.72,5
2024-09-16,Direct,5,1967,32,2,2.0,77.09,0.0163,0.001,0.04,10
2024-10-07,Affiliate,7,271,4,0,0.0,0.0,0.0148,0.0,0.0,7
2024-09-30,Paid,3,3552,163,9,10.0,926.77,0.0459,0.0025,0.26,8
2024-11-04,Direct,3,2420,117,7,7.0,454.09,0.0483,0.0029,0.19,3
2024-11-11,Affiliate,2,359,28,1,1.0,88.59,0.078,0.0028,0.25,2
2024-10-28,Affiliate,3,305,17,2,2.0,230.32,0.0557,0.0066,0.76,4
2024-10-07,Email,3,521,33,2,2.0,56.33,0.0633,0.0038,0.11,7
2024-09-02,Paid,5,3158,37,2,2.0,88.25,0.0117,0.0006,0.03,12
2024-09-02,Referral,2,646,46,1,1.0,19.77,0.0712,0.0015,0.03,12
2024-09-02,Direct,7,1990,13,0,0.0,0.0,0.0065,0.0,0.0,12
2024-09-02,Email,5,429,9,0,0.0,0.0,0.021,0.0,0.0,12
2024-11-04,Email,3,542,36,4,4.0,369.67,0.0664,0.0074,0.68,3
2024-10-21,Email,4,541,19,4,4.0,511.09,0.0351,0.0074,0.94,5
2024-09-23,Email,4,480,16,1,1.0,19.77,0.0333,0.0021,0.04,9
2024-09-16,Affiliate,3,286,13,0,0.0,0.0,0.0455,0.0,0.0,10
2024-10-21,Referral,3,856,37,1,1.0,209.01,0.0432,0.0012,0.24,5
2024-08-26,Direct,6,259,5,0,0.0,0.0,0.0193,0.0,0.0,13
2024-08-26,Direct,3,259,19,0,0.0,0.0,0.0734,0.0,0.0,13
2024-09-16,Paid,8,3403,12,0,0.0,0.0,0.0035,0.0,0.0,10
2024-09-02,Paid,9,3158,10,1,1.0,43.54,0.0032,0.0003,0.01,12
2024-10-28,Referral,4,850,21,1,1.0,58.76,0.0247,0.0012,0.07,4
2024-10-07,Organic Search,7,2627,8,2,2.0,75.81,0.003,0.0008,0.03,7
2024-09-16,Email,8,485,1,0,0.0,0.0,0.0021,0.0,0.0,10
2024-08-26,Paid,4,448,10,2,2.0,82.8,0.0223,0.0045,0.18,13
2024-09-09,Email,6,454,7,2,2.0,106.17,0.0154,0.0044,0.23,11
2024-09-02,Direct,8,1990,6,1,1.0,39.54,0.003,0.0005,0.02,12
2024-09-16,Email,7,485,3,0,0.0,0.0,0.0062,0.0,0.0,10
2024-10-07,Email,6,521,6,1,1.0,19.77,0.0115,0.0019,0.04,7
2024-09-16,Direct,9,1967,4,0,0.0,0.0,0.002,0.0,0.0,10
2024-10-21,Affiliate,5,284,7,1,1.0,19.14,0.0246,0.0035,0.07,5
2024-10-07,Referral,5,808,8,0,0.0,0.0,0.0099,0.0,0.0,7
2024-08-26,Email,4,63,1,0,0.0,0.0,0.0159,0.0,0.0,13
2024-09-16,Affiliate,6,286,5,0,0.0,0.0,0.0175,0.0,0.0,10
2024-09-09,Affiliate,7,278,1,1,1.0,83.55,0.0036,0.0036,0.3,11
2024-09-09,Affiliate,8,278,1,1,1.0,76.64,0.0036,0.0036,0.28,11
2024-09-02,Email,9,429,2,0,0.0,0.0,0.0047,0.0,0.0,12
2024-09-23,Direct,0,2150,2150,51,51.0,3861.46,1.0,0.0237,1.8,9
2024-11-04,Paid,0,4076,4076,47,47.0,2661.35,1.0,0.0115,0.65,3
2024-11-18,Organic Search,1,3062,651,29,30.0,1886.16,0.2126,0.0095,0.62,1
2024-09-02,Referral,0,646,646,1,1.0,61.13,1.0,0.0015,0.09,12
2024-10-14,Paid,0,3815,3815,46,46.0,3314.77,1.0,0.0121,0.87,6
2024-09-16,Organic Search,4,2502,53,1,1.0,19.77,0.0212,0.0004,0.01,10
2024-09-30,Affiliate,0,313,313,3,3.0,366.49,1.0,0.0096,1.17,8
2024-10-07,Paid,1,3499,699,21,21.0,1648.21,0.1998,0.006,0.47,7
2024-09-30,Organic Search,1,2561,550,19,19.0,1361.87,0.2148,0.0074,0.53,8
2024-11-18,Affiliate,0,336,336,4,5.0,230.38,1.0,0.0119,0.69,1
2024-09-02,Direct,3,1990,98,5,5.0,442.5,0.0492,0.0025,0.22,12
2024-11-11,Affiliate,0,359,359,6,6.0,451.78,1.0,0.0167,1.26,2
2024-10-28,Direct,4,2410,79,10,10.0,470.76,0.0328,0.0041,0.2,4
2024-09-23,Paid,2,3501,285,13,13.0,899.87,0.0814,0.0037,0.26,9
2024-09-30,Direct,1,2145,494,28,28.0,1554.93,0.2303,0.0131,0.72,8
2024-11-18,Direct,1,2551,557,36,39.0,3052.89,0.2183,0.0141,1.2,1
2024-09-23,Organic Search,2,2466,228,8,9.0,498.77,0.0925,0.0032,0.2,9
2024-09-09,Referral,2,764,54,3,3.0,140.35,0.0707,0.0039,0.18,11
2024-10-28,Paid,4,3892,85,7,7.0,271.98,0.0218,0.0018,0.07,4
2024-10-28,Referral,1,850,161,8,8.0,478.12,0.1894,0.0094,0.56,4
2024-10-07,Direct,1,2244,574,36,36.0,2536.48,0.2558,0.016,1.13,7
2024-10-21,Email,1,541,144,12,13.0,1218.32,0.2662,0.0222,2.25,5
2024-08-26,Paid,1,448,130,3,3.0,184.34,0.2902,0.0067,0.41,13
2024-10-28,Organic Search,3,2926,144,4,4.0,224.28,0.0492,0.0014,0.08,4
2024-09-09,Paid,4,3303,75,2,2.0,63.2,0.0227,0.0006,0.02,11
2024-10-07,Organic Search,6,2627,20,1,1.0,8.34,0.0076,0.0004,0.0,7
2024-09-02,Affiliate,2,280,34,1,1.0,228.09,0.1214,0.0036,0.81,12
2024-09-23,Referral,1,808,159,1,1.0,51.49,0.1968,0.0012,0.06,9
2024-10-14,Organic Search,3,2779,142,9,9.0,574.63,0.0511,0.0032,0.21,6
2024-09-16,Paid,3,3403,123,3,3.0,154.34,0.0361,0.0009,0.05,10
2024-09-02,Direct,6,1990,25,0,0.0,0.0,0.0126,0.0,0.0,12
2024-09-09,Organic Search,9,2390,3,0,0.0,0.0,0.0013,0.0,0.0,11
2024-10-14,Direct,6,2277,30,5,5.0,262.05,0.0132,0.0022,0.12,6
2024-09-23,Email,1,480,115,4,4.0,233.89,0.2396,0.0083,0.49,9
2024-10-07,Organic Search,3,2627,105,2,3.0,136.32,0.04,0.0008,0.05,7
2024-09-09,Direct,5,2046,29,2,2.0,114.24,0.0142,0.001,0.06,11
2024-09-16,Email,3,485,29,4,4.0,215.05,0.0598,0.0082,0.44,10
2024-10-07,Affiliate,6,271,9,0,0.0,0.0,0.0332,0.0,0.0,7
2024-10-21,Direct,4,2324,83,3,3.0,169.03,0.0357,0.0013,0.07,5
2024-10-21,Organic Search,5,2802,40,6,6.0,413.55,0.0143,0.0021,0.15,5
2024-09-30,Email,5,513,14,0,0.0,0.0,0.0273,0.0,0.0,8
2024-10-14,Direct,3,2277,142,8,11.0,545.82,0.0624,0.0035,0.24,6
2024-10-21,Paid,5,3814,47,2,2.0,77.25,0.0123,0.0005,0.02,5
2024-11-04,Organic Search,3,2880,108,9,10.0,565.2,0.0375,0.0031,0.2,3
2024-10-28,Email,3,519,31,2,2.0,140.6,0.0597,0.0039,0.27,4
2024-10-14,Affiliate,4,325,18,0,0.0,0.0,0.0554,0.0,0.0,6
2024-09-30,Paid,8,3552,11,1,2.0,181.05,0.0031,0.0003,0.05,8
2024-08-26,Email,1,63,18,2,2.0,97.69,0.2857,0.0317,1.55,13
2024-10-07,Affiliate,3,271,15,1,1.0,6.48,0.0554,0.0037,0.02,7
2024-09-09,Affiliate,3,278,19,2,2.0,114.94,0.0683,0.0072,0.41,11
2024-09-02,Organic Search,4,2225,53,2,2.0,178.14,0.0238,0.0009,0.08,12
2024-09-16,Paid,6,3403,11,0,0.0,0.0,0.0032,0.0,0.0,10
2024-09-09,Email,8,454,5,0,0.0,0.0,0.011,0.0,0.0,11
2024-08-26,Direct,8,259,4,0,0.0,0.0,0.0154,0.0,0.0,13
2024-09-09,Organic Search,5,2390,29,3,3.0,185.76,0.0121,0.0013,0.08,11
2024-10-14,Organic Search,6,2779,23,0,0.0,0.0,0.0083,0.0,0.0,6
2024-08-26,Organic Search,5,304,6,0,0.0,0.0,0.0197,0.0,0.0,13
2024-09-09,Direct,9,2046,4,0,0.0,0.0,0.002,0.0,0.0,11
2024-08-26,Direct,7,259,3,0,0.0,0.0,0.0116,0.0,0.0,13
2024-09-16,Email,6,485,5,0,0.0,0.0,0.0103,0.0,0.0,10
2024-09-09,Email,7,454,5,0,0.0,0.0,0.011,0.0,0.0,11
2024-09-30,Referral,5,766,7,0,0.0,0.0,0.0091,0.0,0.0,8
2024-10-14,Referral,4,794,13,1,1.0,134.54,0.0164,0.0013,0.17,6
2024-10-07,Email,7,521,3,1,1.0,156.97,0.0058,0.0019,0.3,7
2024-10-14,Email,4,502,14,2,2.0,125.07,0.0279,0.004,0.25,6
2024-09-16,Referral,5,784,6,0,0.0,0.0,0.0077,0.0,0.0,10
2024-09-30,Paid,7,3552,15,0,0.0,0.0,0.0042,0.0,0.0,8
2024-08-26,Referral,5,91,4,0,0.0,0.0,0.044,0.0,0.0,13
2024-09-02,Direct,12,1990,1,0,0.0,0.0,0.0005,0.0,0.0,12
2024-09-16,Affiliate,7,286,1,0,0.0,0.0,0.0035,0.0,0.0,10
2024-08-26,Organic Search,9,304,1,1,2.0,94.34,0.0033,0.0033,0.31,13
2024-09-16,Affiliate,8,286,1,0,0.0,0.0,0.0035,0.0,0.0,10
2024-09-23,Affiliate,5,304,1,0,0.0,0.0,0.0033,0.0,0.0,9
2024-09-09,Affiliate,6,278,1,0,0.0,0.0,0.0036,0.0,0.0,11
2024-09-09,Referral,10,764,1,0,0.0,0.0,0.0013,0.0,0.0,11
