session_date,device_category,channel_group,country,user_type,sessions,viewed_product,added_to_cart,began_checkout,added_shipping,added_payment,purchased,revenue
2024-11-09,mobile,Referral,Japan,Returning,2,2,1,1,1,1,1,63.78
2024-09-16,mobile,Paid,France,New,15,7,0,0,0,0,0,0.0
2024-09-16,desktop,Paid,Brazil,New,9,5,0,0,0,0,0,0.0
2024-09-17,mobile,Email,United States,Returning,10,8,4,2,1,1,1,330.23
2024-09-17,mobile,Paid,Mexico,New,7,4,1,0,0,0,0,0.0
2024-09-17,desktop,Paid,Japan,Returning,6,4,0,0,0,0,0,0.0
2024-09-17,desktop,Paid,Australia,Returning,4,3,0,0,0,0,0,0.0
2024-09-17,tablet,Direct,United States,New,12,10,2,1,1,0,0,0.0
2024-09-17,desktop,Affiliate,Japan,Returning,2,1,0,0,0,0,0,0.0
2024-09-18,mobile,Organic Search,India,New,29,16,1,0,0,0,0,0.0
2024-09-18,desktop,Paid,Singapore,New,9,7,0,0,0,0,0,0.0
2024-09-18,desktop,Paid,Canada,New,17,11,1,1,1,1,1,88.6
2024-09-18,mobile,Direct,United States,New,40,24,3,0,0,0,0,0.0
2024-09-18,desktop,Paid,India,Returning,17,10,1,1,1,1,1,254.8
2024-09-19,desktop,Paid,Canada,New,15,8,0,0,0,0,0,0.0
2024-09-19,mobile,Email,United States,New,19,14,1,0,0,0,0,0.0
2024-09-20,mobile,Referral,India,New,11,5,1,0,0,0,0,0.0
2024-09-20,mobile,Paid,Japan,Returning,3,2,0,0,0,0,0,0.0
2024-09-21,desktop,Direct,India,Returning,14,12,1,0,0,0,0,0.0
2024-09-21,mobile,Email,Australia,New,1,0,0,0,0,0,0,0.0
2024-09-22,mobile,Paid,United States,Returning,47,33,6,2,0,0,0,0.0
2024-10-20,tablet,Direct,United States,New,7,5,1,0,0,0,0,0.0
2024-10-20,desktop,Email,India,Returning,5,4,1,1,1,0,0,0.0
2024-10-21,mobile,Direct,Japan,Returning,4,3,2,0,0,0,0,0.0
2024-10-21,desktop,Organic Search,Japan,New,15,9,0,0,0,0,0,0.0
2024-10-21,desktop,Referral,India,New,12,5,0,0,0,0,0,0.0
2024-10-21,tablet,Organic Search,France,Returning,1,0,0,0,0,0,0,0.0
2024-10-21,mobile,Email,India,Returning,6,2,0,0,0,0,0,0.0
2024-10-21,mobile,Organic Search,United States,New,70,43,4,1,1,0,0,0.0
2024-10-21,mobile,Referral,Japan,New,3,1,0,0,0,0,0,0.0
2024-10-21,tablet,Organic Search,Australia,New,2,1,0,0,0,0,0,0.0
2024-10-22,mobile,Organic Search,United States,Returning,50,43,14,4,4,3,2,222.72
2024-10-24,mobile,Paid,Canada,Returning,17,9,1,0,0,0,0,0.0
2024-10-24,tablet,Direct,Canada,New,2,2,0,0,0,0,0,0.0
2024-10-24,tablet,Paid,United Kingdom,New,6,4,0,0,0,0,0,0.0
2024-10-24,mobile,Email,United Kingdom,Returning,2,2,2,2,0,0,0,0.0
2024-10-24,mobile,Organic Search,Canada,New,15,10,1,1,1,1,1,96.55
2024-10-24,desktop,Direct,Japan,Returning,5,5,0,0,0,0,0,0.0
2024-10-25,mobile,Paid,Japan,Returning,5,1,0,0,0,0,0,0.0
2024-10-25,desktop,Direct,United States,Returning,41,34,8,3,3,3,3,118.46
2024-10-25,mobile,Direct,Singapore,New,12,6,0,0,0,0,0,0.0
2024-11-26,mobile,Email,Brazil,New,12,7,1,0,0,0,0,0.0
2024-11-27,tablet,Affiliate,India,New,2,1,0,0,0,0,0,0.0
2024-11-27,mobile,Referral,United States,New,74,34,2,2,1,1,1,47.72
2024-11-27,mobile,Paid,United States,New,296,164,30,8,7,5,4,518.83
2024-11-27,desktop,Direct,United States,New,178,121,25,10,8,7,5,409.64
2024-11-27,desktop,Organic Search,United States,New,187,123,27,12,10,7,5,296.06
2024-11-27,desktop,Organic Search,Netherlands,New,17,10,2,2,1,1,0,0.0
2024-11-27,desktop,Organic Search,France,Returning,2,2,0,0,0,0,0,0.0
2024-11-27,desktop,Paid,Netherlands,New,25,13,1,0,0,0,0,0.0
2024-11-27,mobile,Referral,United Kingdom,New,19,9,1,0,0,0,0,0.0
2024-11-27,desktop,Organic Search,Canada,New,35,19,2,1,0,0,0,0.0
2024-11-27,mobile,Direct,Canada,New,28,15,3,2,2,2,2,144.18
2024-11-28,desktop,Affiliate,Germany,Returning,4,3,1,1,1,1,1,107.01
2024-11-28,desktop,Direct,United Kingdom,New,41,28,4,3,3,2,2,123.98
2024-11-28,tablet,Referral,Germany,New,5,3,0,0,0,0,0,0.0
2024-11-28,mobile,Paid,France,New,26,12,2,2,2,1,1,121.6
2024-11-28,desktop,Organic Search,India,New,80,52,4,3,1,1,1,55.13
2024-11-28,mobile,Paid,United States,Returning,78,60,10,6,4,4,3,273.45
2024-11-28,desktop,Organic Search,Netherlands,Returning,7,5,1,1,1,1,1,19.77
2024-11-28,mobile,Referral,India,New,27,11,1,0,0,0,0,0.0
2024-11-28,desktop,Affiliate,India,Returning,5,5,2,0,0,0,0,0.0
2024-09-09,desktop,Direct,United States,New,54,33,8,6,3,2,0,0.0
2024-09-10,tablet,Affiliate,United States,New,1,1,1,0,0,0,0,0.0
2024-09-11,desktop,Paid,United States,New,86,48,7,3,3,3,3,493.72
2024-09-11,desktop,Organic Search,Germany,New,11,7,1,1,0,0,0,0.0
2024-09-12,mobile,Direct,United States,Returning,24,20,3,1,1,1,1,97.59
2024-09-12,desktop,Paid,United States,Returning,30,25,6,3,3,3,3,271.86
2024-09-12,mobile,Paid,Brazil,New,11,6,2,0,0,0,0,0.0
2024-09-13,mobile,Direct,India,New,21,13,4,2,1,1,1,86.23
2024-09-13,desktop,Organic Search,United States,New,61,43,2,0,0,0,0,0.0
2024-09-13,mobile,Email,Germany,New,4,2,1,1,1,1,1,56.97
2024-09-13,mobile,Direct,United States,Returning,26,19,5,2,2,2,1,13.46
2024-09-14,desktop,Paid,Canada,Returning,6,5,1,1,1,1,0,0.0
2024-09-14,desktop,Paid,United States,Returning,45,30,10,5,4,3,2,145.05
2024-09-14,mobile,Referral,Canada,New,5,3,0,0,0,0,0,0.0
2024-09-15,desktop,Paid,Germany,New,7,4,0,0,0,0,0,0.0
2024-09-15,mobile,Paid,United States,Returning,36,21,3,1,1,1,1,55.9
2024-11-09,mobile,Referral,United States,New,15,4,0,0,0,0,0,0.0
2024-11-09,desktop,Organic Search,Mexico,New,3,2,0,0,0,0,0,0.0
2024-11-10,desktop,Direct,France,New,3,2,0,0,0,0,0,0.0
2024-11-10,mobile,Paid,Germany,New,16,10,0,0,0,0,0,0.0
2024-11-11,desktop,Organic Search,India,New,24,18,3,2,2,1,1,241.11
2024-11-11,mobile,Organic Search,Australia,New,17,7,1,0,0,0,0,0.0
2024-11-11,mobile,Referral,United Kingdom,New,7,3,0,0,0,0,0,0.0
2024-11-11,mobile,Direct,Germany,New,11,6,2,0,0,0,0,0.0
2024-11-12,mobile,Paid,United States,New,124,70,3,1,0,0,0,0.0
2024-11-12,desktop,Organic Search,United States,New,89,63,4,1,1,1,1,133.84
2024-11-12,desktop,Email,United Kingdom,New,3,2,0,0,0,0,0,0.0
2024-11-12,mobile,Organic Search,Netherlands,New,6,3,1,1,0,0,0,0.0
2024-11-13,desktop,Paid,India,Returning,22,15,2,1,1,1,1,75.98
2024-11-13,desktop,Direct,Germany,New,10,9,2,0,0,0,0,0.0
2024-11-13,desktop,Paid,Germany,New,22,17,2,0,0,0,0,0.0
2024-11-13,desktop,Referral,Japan,New,3,2,0,0,0,0,0,0.0
2024-11-13,desktop,Organic Search,India,New,31,16,3,1,0,0,0,0.0
2024-11-14,mobile,Organic Search,Australia,Returning,8,6,2,0,0,0,0,0.0
2024-11-14,tablet,Paid,United Kingdom,New,6,5,1,1,0,0,0,0.0
2024-11-14,desktop,Paid,United States,Returning,54,41,9,2,2,1,1,125.54
2024-11-14,desktop,Email,India,New,9,4,1,1,1,1,1,73.2
2024-09-22,mobile,Direct,Japan,New,7,7,0,0,0,0,0,0.0
2024-09-23,tablet,Paid,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-09-23,mobile,Organic Search,Japan,New,7,4,1,0,0,0,0,0.0
2024-09-23,desktop,Paid,Brazil,Returning,5,3,0,0,0,0,0,0.0
2024-09-24,mobile,Affiliate,United States,New,9,5,0,0,0,0,0,0.0
2024-09-24,mobile,Referral,India,Returning,4,1,0,0,0,0,0,0.0
2024-09-24,mobile,Organic Search,India,Returning,14,8,4,0,0,0,0,0.0
2024-09-24,desktop,Direct,India,Returning,17,14,4,2,2,2,2,256.56
2024-09-25,mobile,Direct,India,Returning,11,8,0,0,0,0,0,0.0
2024-09-25,desktop,Organic Search,Japan,New,5,2,0,0,0,0,0,0.0
2024-09-25,tablet,Direct,Australia,Returning,1,0,0,0,0,0,0,0.0
2024-09-26,mobile,Direct,Brazil,Returning,5,5,1,1,1,0,0,0.0
2024-09-26,desktop,Email,United States,Returning,13,13,0,0,0,0,0,0.0
2024-09-27,mobile,Organic Search,Canada,New,10,6,1,0,0,0,0,0.0
2024-09-27,mobile,Organic Search,Netherlands,New,4,3,0,0,0,0,0,0.0
2024-10-25,desktop,Paid,Canada,New,23,13,1,0,0,0,0,0.0
2024-10-25,mobile,Email,Brazil,New,3,0,0,0,0,0,0,0.0
2024-10-25,desktop,Organic Search,Brazil,Returning,6,5,1,1,1,1,1,28.88
2024-10-25,tablet,Direct,India,New,6,1,0,0,0,0,0,0.0
2024-10-26,mobile,Direct,Canada,Returning,4,4,1,0,0,0,0,0.0
2024-10-26,mobile,Paid,Singapore,New,4,2,0,0,0,0,0,0.0
2024-10-27,mobile,Direct,Japan,Returning,8,7,3,1,1,0,0,0.0
2024-10-27,mobile,Direct,United Kingdom,Returning,9,4,0,0,0,0,0,0.0
2024-10-27,mobile,Paid,Japan,New,12,8,1,1,1,1,1,173.02
2024-10-28,mobile,Paid,United States,Returning,58,44,7,3,3,2,2,56.04
2024-10-28,tablet,Direct,United States,New,16,11,1,0,0,0,0,0.0
2024-10-29,mobile,Referral,Australia,New,3,1,0,0,0,0,0,0.0
2024-10-29,mobile,Paid,Germany,New,18,8,2,0,0,0,0,0.0
2024-10-29,tablet,Direct,India,Returning,1,0,0,0,0,0,0,0.0
2024-10-29,mobile,Paid,Canada,Returning,15,8,0,0,0,0,0,0.0
2024-10-29,tablet,Direct,United States,New,9,8,3,2,2,1,1,89.06
2024-10-29,desktop,Organic Search,Canada,New,10,4,0,0,0,0,0,0.0
2024-10-30,desktop,Direct,Australia,Returning,3,2,0,0,0,0,0,0.0
2024-10-30,tablet,Organic Search,United States,Returning,8,6,1,1,1,1,1,16.54
2024-11-29,tablet,Paid,United Kingdom,New,19,11,0,0,0,0,0,0.0
2024-11-29,desktop,Email,United States,New,37,25,5,3,3,2,2,146.64
2024-11-29,desktop,Referral,United States,Returning,13,10,1,1,1,1,1,47.72
2024-11-29,mobile,Direct,France,New,26,18,2,1,1,1,0,0.0
2024-11-29,desktop,Paid,Australia,Returning,9,7,2,0,0,0,0,0.0
2024-11-29,desktop,Organic Search,United States,Returning,75,55,13,6,5,5,4,210.0
2024-11-30,desktop,Organic Search,United States,New,169,111,21,7,6,6,4,537.86
2024-11-30,desktop,Paid,Canada,New,54,38,6,3,1,1,1,50.62
2024-11-30,mobile,Direct,Canada,New,26,15,3,1,1,0,0,0.0
2024-09-01,mobile,Organic Search,United States,New,53,34,8,4,4,4,4,397.81
2024-09-01,desktop,Referral,Mexico,New,3,1,0,0,0,0,0,0.0
2024-09-02,tablet,Organic Search,India,New,5,3,0,0,0,0,0,0.0
2024-09-02,mobile,Paid,United States,New,89,50,7,2,2,2,2,171.91
2024-09-03,mobile,Direct,India,New,25,14,0,0,0,0,0,0.0
2024-09-03,mobile,Referral,United States,New,14,5,0,0,0,0,0,0.0
2024-09-03,mobile,Direct,United Kingdom,Returning,1,0,0,0,0,0,0,0.0
2024-09-04,mobile,Email,Australia,New,1,1,1,0,0,0,0,0.0
2024-09-04,mobile,Affiliate,United States,New,4,2,0,0,0,0,0,0.0
2024-09-05,desktop,Direct,United States,New,54,32,8,2,2,2,2,34.21
2024-09-06,mobile,Referral,Australia,New,2,1,0,0,0,0,0,0.0
2024-09-06,desktop,Affiliate,India,Returning,2,2,0,0,0,0,0,0.0
2024-09-06,mobile,Paid,United States,New,88,47,9,2,2,1,1,7.46
2024-09-06,mobile,Paid,Japan,Returning,3,2,2,1,1,1,1,84.32
2024-09-07,mobile,Paid,United States,New,70,33,4,2,2,2,1,84.53
2024-09-07,desktop,Direct,France,New,5,4,1,1,1,1,0,0.0
2024-09-07,desktop,Paid,India,Returning,8,4,0,0,0,0,0,0.0
2024-09-07,tablet,Organic Search,Singapore,New,1,1,0,0,0,0,0,0.0
2024-09-08,mobile,Affiliate,Mexico,New,3,3,1,1,1,0,0,0.0
2024-09-08,mobile,Referral,United States,Returning,6,2,0,0,0,0,0,0.0
2024-09-08,mobile,Paid,Canada,New,14,6,0,0,0,0,0,0.0
2024-09-08,mobile,Direct,Brazil,New,5,2,0,0,0,0,0,0.0
2024-09-09,desktop,Direct,India,New,11,6,0,0,0,0,0,0.0
2024-10-31,desktop,Email,United States,New,18,14,2,1,1,1,1,17.44
2024-10-31,mobile,Paid,Japan,New,10,7,0,0,0,0,0,0.0
2024-10-31,desktop,Direct,United Kingdom,New,16,11,3,1,1,1,1,28.09
2024-10-31,desktop,Paid,India,Returning,18,12,4,2,2,1,1,59.31
2024-10-31,tablet,Affiliate,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-10-31,mobile,Paid,United States,New,94,46,5,1,1,1,1,222.1
2024-11-01,desktop,Direct,Brazil,Returning,6,4,2,0,0,0,0,0.0
2024-11-01,mobile,Paid,Germany,New,18,12,1,0,0,0,0,0.0
2024-11-02,mobile,Direct,India,Returning,23,15,2,1,0,0,0,0.0
2024-11-02,mobile,Organic Search,Netherlands,New,8,3,0,0,0,0,0,0.0
2024-11-02,tablet,Organic Search,Japan,New,2,1,0,0,0,0,0,0.0
2024-11-03,mobile,Paid,Germany,New,15,11,2,0,0,0,0,0.0
2024-11-03,desktop,Paid,Canada,New,20,14,2,0,0,0,0,0.0
2024-11-04,mobile,Paid,Canada,Returning,14,10,0,0,0,0,0,0.0
2024-11-04,mobile,Paid,France,New,8,5,1,0,0,0,0,0.0
2024-11-04,desktop,Referral,United States,Returning,8,5,1,1,1,1,1,19.77
2024-11-04,tablet,Organic Search,United States,New,9,7,2,1,1,1,1,49.18
2024-11-04,desktop,Direct,Germany,New,11,7,2,0,0,0,0,0.0
2024-11-04,desktop,Organic Search,United States,Returning,32,25,3,1,1,1,1,227.17
2024-11-30,mobile,Direct,Singapore,Returning,4,3,0,0,0,0,0,0.0
2024-11-30,mobile,Paid,India,Returning,27,24,2,2,2,1,1,37.24
2024-09-28,mobile,Paid,Canada,New,24,14,0,0,0,0,0,0.0
2024-09-29,desktop,Paid,United States,Returning,47,36,6,2,2,2,1,28.88
2024-09-29,tablet,Direct,Brazil,New,1,0,0,0,0,0,0,0.0
2024-09-29,mobile,Direct,India,New,20,11,1,0,0,0,0,0.0
2024-09-30,desktop,Organic Search,United States,New,69,44,8,2,2,2,1,140.48
2024-09-30,desktop,Referral,United States,New,24,13,1,0,0,0,0,0.0
2024-09-30,desktop,Direct,Canada,Returning,11,4,2,1,1,0,0,0.0
2024-09-30,desktop,Paid,Brazil,New,5,3,0,0,0,0,0,0.0
2024-09-30,mobile,Organic Search,Canada,New,5,2,1,0,0,0,0,0.0
2024-09-30,mobile,Email,Canada,New,6,4,1,0,0,0,0,0.0
2024-10-01,mobile,Organic Search,Netherlands,New,4,2,0,0,0,0,0,0.0
2024-10-01,mobile,Paid,United States,Returning,47,37,5,3,2,2,2,244.89
2024-10-01,desktop,Direct,India,New,17,13,3,0,0,0,0,0.0
2024-10-01,mobile,Organic Search,Mexico,New,9,4,0,0,0,0,0,0.0
2024-10-02,desktop,Email,United States,Returning,5,5,0,0,0,0,0,0.0
2024-10-02,mobile,Affiliate,Mexico,Returning,1,1,0,0,0,0,0,0.0
2024-10-02,mobile,Direct,Mexico,New,3,0,0,0,0,0,0,0.0
2024-10-02,tablet,Paid,Germany,Returning,3,2,1,0,0,0,0,0.0
2024-11-14,desktop,Organic Search,Germany,New,12,6,0,0,0,0,0,0.0
2024-11-14,desktop,Organic Search,United States,Returning,49,38,9,3,3,3,2,131.83
2024-11-14,mobile,Referral,United Kingdom,New,10,4,0,0,0,0,0,0.0
2024-11-15,desktop,Direct,United States,New,74,52,10,4,1,1,0,0.0
2024-11-15,tablet,Referral,Germany,Returning,2,1,0,0,0,0,0,0.0
2024-11-15,desktop,Paid,Netherlands,New,13,8,0,0,0,0,0,0.0
2024-11-16,tablet,Organic Search,United States,New,8,5,0,0,0,0,0,0.0
2024-11-16,mobile,Referral,Brazil,New,1,1,1,0,0,0,0,0.0
2024-11-17,desktop,Paid,Singapore,New,6,5,0,0,0,0,0,0.0
2024-11-17,mobile,Direct,India,New,21,14,1,0,0,0,0,0.0
2024-11-17,mobile,Paid,United States,New,93,52,5,0,0,0,0,0.0
2024-11-17,mobile,Direct,Canada,Returning,19,17,4,1,1,1,1,81.57
2024-11-17,desktop,Direct,United Kingdom,Returning,8,5,0,0,0,0,0,0.0
2024-11-18,mobile,Organic Search,United Kingdom,Returning,11,10,2,1,1,1,1,89.39
2024-11-17,mobile,Organic Search,France,Returning,3,2,0,0,0,0,0,0.0
2024-11-18,desktop,Direct,India,Returning,16,11,3,1,1,1,1,156.19
2024-11-18,mobile,Paid,Brazil,New,10,5,0,0,0,0,0,0.0
2024-11-19,mobile,Affiliate,United States,New,11,6,1,1,1,1,1,29.7
2024-10-10,desktop,Organic Search,India,Returning,12,9,2,0,0,0,0,0.0
2024-10-10,mobile,Paid,Germany,Returning,7,5,0,0,0,0,0,0.0
2024-10-10,mobile,Direct,Japan,New,4,2,0,0,0,0,0,0.0
2024-10-10,mobile,Direct,United States,New,57,39,5,2,0,0,0,0.0
2024-10-10,mobile,Organic Search,India,New,27,14,3,1,1,1,0,0.0
2024-10-10,desktop,Organic Search,Japan,Returning,8,5,1,0,0,0,0,0.0
2024-10-11,desktop,Direct,Canada,New,6,5,1,1,1,1,1,37.24
2024-10-11,mobile,Paid,India,Returning,23,16,0,0,0,0,0,0.0
2024-10-11,desktop,Direct,Japan,New,8,5,1,0,0,0,0,0.0
2024-10-11,desktop,Paid,United States,Returning,54,35,10,9,7,6,4,220.49
2024-10-11,desktop,Paid,Netherlands,New,9,6,0,0,0,0,0,0.0
2024-10-11,mobile,Organic Search,India,New,27,8,0,0,0,0,0,0.0
2024-10-11,mobile,Paid,Germany,New,15,5,4,1,0,0,0,0.0
2024-10-12,mobile,Referral,United States,New,16,5,2,0,0,0,0,0.0
2024-10-12,desktop,Direct,United Kingdom,Returning,10,8,5,4,3,3,3,105.22
2024-10-13,mobile,Paid,United States,Returning,63,44,5,3,3,3,3,243.23
2024-10-13,mobile,Paid,Australia,Returning,7,5,0,0,0,0,0,0.0
2024-10-14,mobile,Affiliate,Brazil,Returning,1,1,1,1,1,1,1,14.44
2024-10-14,tablet,Paid,India,New,6,3,0,0,0,0,0,0.0
2024-10-14,desktop,Referral,United States,New,27,9,2,1,1,1,1,118.82
2024-10-14,tablet,Paid,Netherlands,Returning,1,0,0,0,0,0,0,0.0
2024-10-14,tablet,Email,Singapore,New,1,0,0,0,0,0,0,0.0
2024-11-19,mobile,Organic Search,Canada,New,12,5,1,0,0,0,0,0.0
2024-11-19,mobile,Direct,Netherlands,New,6,6,2,0,0,0,0,0.0
2024-11-19,desktop,Direct,Canada,New,13,8,1,0,0,0,0,0.0
2024-11-19,desktop,Affiliate,United States,New,8,3,0,0,0,0,0,0.0
2024-11-20,mobile,Direct,Canada,Returning,14,12,4,2,1,1,0,0.0
2024-11-20,tablet,Direct,Japan,New,3,2,0,0,0,0,0,0.0
2024-11-20,mobile,Paid,Mexico,Returning,7,5,0,0,0,0,0,0.0
2024-11-20,mobile,Organic Search,Mexico,New,13,3,0,0,0,0,0,0.0
2024-11-20,tablet,Referral,Mexico,New,2,0,0,0,0,0,0,0.0
2024-11-22,mobile,Direct,United States,New,61,34,2,1,0,0,0,0.0
2024-11-22,mobile,Direct,Mexico,New,6,3,0,0,0,0,0,0.0
2024-11-23,desktop,Referral,United Kingdom,Returning,6,4,0,0,0,0,0,0.0
2024-11-23,mobile,Organic Search,France,New,12,3,0,0,0,0,0,0.0
2024-10-15,desktop,Organic Search,United Kingdom,New,15,7,1,0,0,0,0,0.0
2024-10-15,desktop,Direct,India,Returning,6,3,1,0,0,0,0,0.0
2024-10-15,desktop,Paid,Netherlands,New,6,5,0,0,0,0,0,0.0
2024-10-16,desktop,Referral,France,Returning,1,0,0,0,0,0,0,0.0
2024-10-16,desktop,Paid,Canada,Returning,5,4,0,0,0,0,0,0.0
2024-10-16,tablet,Email,India,New,1,0,0,0,0,0,0,0.0
2024-10-17,tablet,Direct,United States,Returning,6,4,0,0,0,0,0,0.0
2024-10-17,desktop,Paid,Germany,New,22,12,0,0,0,0,0,0.0
2024-10-17,mobile,Organic Search,United States,New,74,50,5,0,0,0,0,0.0
2024-10-18,mobile,Referral,Japan,Returning,1,0,0,0,0,0,0,0.0
2024-10-19,tablet,Paid,Singapore,New,2,1,0,0,0,0,0,0.0
2024-11-23,mobile,Paid,India,New,32,18,1,0,0,0,0,0.0
2024-11-24,mobile,Paid,Germany,Returning,11,7,0,0,0,0,0,0.0
2024-11-24,desktop,Email,India,New,4,3,0,0,0,0,0,0.0
2024-11-25,desktop,Affiliate,United Kingdom,New,6,6,3,1,1,1,0,0.0
2024-11-26,mobile,Organic Search,Australia,New,18,15,2,1,1,1,1,34.21
2024-11-26,mobile,Organic Search,India,Returning,20,14,3,2,2,2,2,99.25
2024-10-04,desktop,Organic Search,Netherlands,Returning,3,3,0,0,0,0,0,0.0
2024-10-05,desktop,Direct,Australia,Returning,3,3,2,1,1,1,1,18.62
2024-10-05,desktop,Organic Search,India,New,25,12,1,1,1,1,1,15.17
2024-10-05,desktop,Organic Search,Netherlands,New,2,2,0,0,0,0,0,0.0
2024-10-06,desktop,Organic Search,Netherlands,New,9,3,0,0,0,0,0,0.0
2024-10-06,mobile,Referral,Netherlands,New,2,2,0,0,0,0,0,0.0
2024-10-06,mobile,Direct,United States,New,60,37,7,3,1,1,0,0.0
2024-10-06,mobile,Email,Germany,Returning,3,3,1,0,0,0,0,0.0
2024-10-06,mobile,Organic Search,France,Returning,5,4,0,0,0,0,0,0.0
2024-10-07,desktop,Paid,Japan,Returning,3,3,0,0,0,0,0,0.0
2024-10-07,mobile,Direct,United States,Returning,39,31,9,3,2,2,2,118.1
2024-10-07,mobile,Organic Search,Australia,Returning,6,5,1,0,0,0,0,0.0
2024-10-07,mobile,Direct,India,Returning,12,11,2,0,0,0,0,0.0
2024-10-08,desktop,Email,United States,New,14,10,1,0,0,0,0,0.0
2024-10-09,desktop,Organic Search,Singapore,Returning,2,1,0,0,0,0,0,0.0
2024-11-04,mobile,Affiliate,United States,New,13,4,0,0,0,0,0,0.0
2024-11-05,desktop,Paid,India,New,34,18,1,1,1,1,1,47.88
2024-11-05,desktop,Referral,Netherlands,New,3,1,0,0,0,0,0,0.0
2024-11-05,mobile,Organic Search,Brazil,New,13,8,0,0,0,0,0,0.0
2024-11-06,desktop,Referral,Australia,New,3,2,0,0,0,0,0,0.0
2024-11-06,desktop,Paid,India,New,37,20,3,1,1,1,1,115.75
2024-11-07,mobile,Organic Search,India,Returning,25,20,0,0,0,0,0,0.0
2024-11-07,desktop,Organic Search,India,New,21,11,0,0,0,0,0,0.0
2024-11-07,desktop,Paid,Netherlands,New,7,4,0,0,0,0,0,0.0
2024-11-08,mobile,Direct,Germany,Returning,10,7,2,1,1,1,1,19.77
2024-11-08,desktop,Referral,United Kingdom,New,2,2,0,0,0,0,0,0.0
2024-11-08,mobile,Organic Search,Australia,Returning,8,5,1,0,0,0,0,0.0
2024-11-09,desktop,Paid,Canada,New,12,6,0,0,0,0,0,0.0
2024-09-16,desktop,Referral,Australia,New,3,1,0,0,0,0,0,0.0
2024-09-17,mobile,Organic Search,India,Returning,14,8,2,0,0,0,0,0.0
2024-09-18,mobile,Direct,Brazil,Returning,9,7,1,0,0,0,0,0.0
2024-09-18,desktop,Organic Search,Germany,Returning,6,3,1,1,1,1,1,10.1
2024-09-19,desktop,Referral,India,New,11,7,0,0,0,0,0,0.0
2024-09-19,mobile,Paid,Japan,New,15,8,2,2,2,1,1,74.39
2024-09-20,tablet,Paid,United States,Returning,6,4,1,0,0,0,0,0.0
2024-09-20,mobile,Organic Search,Singapore,Returning,6,3,1,0,0,0,0,0.0
2024-09-21,desktop,Paid,Japan,New,8,5,1,1,0,0,0,0.0
2024-09-22,mobile,Direct,Australia,Returning,3,2,0,0,0,0,0,0.0
2024-10-22,desktop,Referral,Netherlands,Returning,2,2,1,1,1,1,1,58.6
2024-10-22,desktop,Paid,India,Returning,23,16,3,1,1,1,1,219.5
2024-10-22,desktop,Paid,France,Returning,6,3,1,0,0,0,0,0.0
2024-10-23,mobile,Referral,Brazil,New,4,1,0,0,0,0,0,0.0
2024-10-23,mobile,Organic Search,Mexico,New,8,2,1,1,1,1,1,235.41
2024-10-23,mobile,Affiliate,United States,Returning,6,3,0,0,0,0,0,0.0
2024-10-23,mobile,Referral,Canada,New,6,3,0,0,0,0,0,0.0
2024-10-25,mobile,Direct,Japan,Returning,8,4,0,0,0,0,0,0.0
2024-10-25,mobile,Organic Search,Japan,Returning,6,5,2,1,1,1,1,10.86
2024-11-26,desktop,Paid,Germany,New,46,27,4,0,0,0,0,0.0
2024-11-27,desktop,Organic Search,Singapore,New,15,7,2,1,1,1,1,78.24
2024-11-27,mobile,Direct,Singapore,New,15,7,2,1,1,1,0,0.0
2024-11-28,mobile,Referral,Australia,Returning,1,0,0,0,0,0,0,0.0
2024-11-28,desktop,Referral,India,Returning,5,4,0,0,0,0,0,0.0
2024-11-28,desktop,Direct,United States,Returning,62,50,15,8,7,7,6,419.75
2024-11-28,tablet,Organic Search,Canada,Returning,1,0,0,0,0,0,0,0.0
2024-09-10,desktop,Affiliate,United Kingdom,New,2,2,0,0,0,0,0,0.0
2024-09-11,desktop,Paid,India,Returning,9,8,0,0,0,0,0,0.0
2024-09-11,mobile,Direct,France,Returning,6,5,0,0,0,0,0,0.0
2024-09-11,desktop,Paid,Australia,Returning,3,3,1,0,0,0,0,0.0
2024-09-11,mobile,Direct,United States,Returning,27,19,2,1,1,0,0,0.0
2024-09-12,mobile,Affiliate,United States,New,11,7,0,0,0,0,0,0.0
2024-09-12,mobile,Direct,Japan,New,8,6,1,0,0,0,0,0.0
2024-09-12,desktop,Referral,Japan,Returning,2,1,1,0,0,0,0,0.0
2024-09-12,mobile,Organic Search,Singapore,New,4,2,0,0,0,0,0,0.0
2024-09-12,mobile,Direct,India,Returning,6,4,0,0,0,0,0,0.0
2024-09-12,desktop,Referral,United States,Returning,5,2,0,0,0,0,0,0.0
2024-09-14,mobile,Affiliate,United States,Returning,4,3,0,0,0,0,0,0.0
2024-09-14,mobile,Organic Search,India,New,26,16,1,0,0,0,0,0.0
2024-09-14,tablet,Organic Search,Brazil,New,1,0,0,0,0,0,0,0.0
2024-09-14,desktop,Paid,Netherlands,Returning,3,3,0,0,0,0,0,0.0
2024-09-15,tablet,Organic Search,Singapore,New,2,2,0,0,0,0,0,0.0
2024-09-15,mobile,Direct,Australia,Returning,2,2,1,0,0,0,0,0.0
2024-09-15,mobile,Paid,France,Returning,6,3,0,0,0,0,0,0.0
2024-09-16,desktop,Paid,United Kingdom,New,18,9,0,0,0,0,0,0.0
